Id,week,region_code,region_name,TauxGrippe,temp_avg,temp_min,temp_max,humidity_avg,dewpoint_avg,pressure_avg,wind_avg,wind_gust_max,rain_avg,snow_height_avg
5523,201152,42,ALSACE,66,6.042857142857167,1.5,12.900000000000034,83.58928571428571,276.5482142857143,102626.78571428571,3.5,16.5,0.8857142857142858,0.0
5524,201152,72,AQUITAINE,24,7.332029220779244,-3.1999999999999886,16.80000000000001,90.81883116883117,278.98266233766236,103156.25324675324,2.71538961038961,14.4,3.4452380952380945,0.0
5525,201152,83,AUVERGNE,91,5.177678571428592,-3.099999999999966,15.400000000000034,84.20535714285714,275.70089285714283,102948.03571428571,2.4848214285714283,14.9,1.9785714285714286,0.0
5526,201152,25,BASSE-NORMANDIE,49,8.26964285714288,-0.7999999999999545,14.200000000000045,89.51785714285714,279.75714285714287,102525.53571428571,5.667857142857143,19.0,0.19999999999999998,0.0
5527,201152,26,BOURGOGNE,33,4.701785714285735,-0.6999999999999886,12.300000000000011,93.66071428571429,276.87678571428575,102849.82142857143,3.105357142857143,12.3,2.2428571428571424,0.0
5528,201152,53,BRETAGNE,50,9.28214285714288,-1.599999999999966,13.5,87.61904761904763,280.37916666666666,102749.1156462585,5.242261904761905,21.1,1.795238095238095,0.0
5529,201152,24,CENTRE,30,6.893750000000024,-0.2999999999999545,13.700000000000045,93.36607142857143,279.0080357142857,102848.83928571429,3.9830357142857142,15.4,2.442857142857143,0.0
5530,201152,21,CHAMPAGNE-ARDENNE,13,6.580357142857163,-1.1999999999999886,13.5,89.01785714285714,278.0142857142857,102690.17857142857,4.635714285714286,19.0,1.657142857142857,0.0
5531,201152,94,CORSE,19,8.408035714285738,1.1000000000000227,15.900000000000034,70.63392857142857,276.20446428571427,102448.57142857142,2.844642857142857,9.8,0.17142857142857143,0.0
5532,201152,43,FRANCHE-COMTE,20,4.275000000000025,-1.599999999999966,14.100000000000023,86.0,275.1732142857143,102780.35714285714,2.85,15.9,2.3000000000000003,0.0
5533,201152,23,HAUTE-NORMANDIE,53,6.964285714285736,-0.5999999999999659,13.100000000000023,93.96428571428571,279.1607142857143,102493.39285714286,4.919642857142857,20.6,4.514285714285714,0.0
5534,201152,91,LANGUEDOC-ROUSSILLON,95,9.534821428571451,-0.7999999999999545,18.30000000000001,67.86607142857143,276.6598214285714,102906.25,5.3375,23.1,0.0,0.0
5535,201152,74,LIMOUSIN,108,6.648214285714309,0.30000000000001137,11.300000000000011,89.78571428571429,278.0875,103001.42857142857,3.294642857142857,13.4,5.371428571428571,0.0
5536,201152,41,LORRAINE,71,5.6214285714285905,0.30000000000001137,11.800000000000011,92.73214285714286,277.65714285714284,102631.25,4.273214285714286,15.4,3.042857142857143,0.0
5537,201152,73,MIDI-PYRENEES,23,6.914285714285736,-2.6999999999999886,16.100000000000023,80.17261904761905,276.6607142857143,103210.29761904762,3.2517857142857145,15.4,1.7666666666666666,0.0
5538,201152,31,NORD-PAS-DE-CALAIS,107,7.930357142857168,3.8000000000000114,13.400000000000034,88.125,279.1928571428571,102232.5,5.757142857142857,20.1,2.4142857142857146,0.0
5539,201152,52,PAYS-DE-LA-LOIRE,15,8.36250000000002,1.2000000000000455,13.100000000000023,91.01785714285714,280.04285714285714,102864.64285714286,4.148214285714286,17.0,1.1428571428571428,0.0
5540,201152,22,PICARDIE,61,8.348214285714308,2.7000000000000455,13.600000000000023,86.82142857142857,279.37321428571425,102323.57142857143,6.039285714285714,19.5,3.2714285714285714,0.0
5541,201152,54,POITOU-CHARENTES,28,8.638392857142879,-0.5,13.600000000000023,90.41964285714286,280.22767857142856,102985.71428571429,5.225,19.0,0.6857142857142857,0.0
5542,201152,93,PROVENCE-ALPES-COTE-D-AZUR,20,9.305952380952403,-1.599999999999966,17.80000000000001,63.01785714285714,275.3464285714286,102567.67857142857,5.222619047619048,29.3,0.0,0.0
5543,201152,11,ILE-DE-FRANCE,73,6.921428571428591,-0.5,13.5,91.05357142857143,278.6392857142857,102613.21428571429,3.916071428571428,18.0,2.1285714285714286,0.0
5544,201152,82,RHONE-ALPES,66,3.336904761904783,-4.699999999999989,13.5,83.33928571428571,273.7297619047619,102952.14285714286,2.478571428571428,20.1,2.4404761904761902,0.0
5545,201151,42,ALSACE,79,4.137500000000024,-0.2999999999999545,9.100000000000023,85.92857142857143,275.0857142857143,102425.0,3.244642857142857,12.9,1.8571428571428572,0.0
5546,201151,72,AQUITAINE,50,7.902678571428594,-3.099999999999966,13.900000000000034,91.10714285714286,279.5883928571428,103042.85714285714,2.6,13.9,2.5214285714285714,0.0
5547,201151,83,AUVERGNE,4,4.323214285714307,-4.399999999999977,11.700000000000045,85.14285714285714,275.1482142857143,102754.10714285714,2.9875,15.9,1.3714285714285714,0.013333333333333334
5548,201151,25,BASSE-NORMANDIE,13,8.373214285714306,1.5,12.300000000000011,88.55357142857143,279.70535714285717,102513.75,5.414285714285714,23.1,2.6,0.0
5549,201151,26,BOURGOGNE,34,3.785714285714309,-2.5,11.400000000000034,90.60714285714286,275.4714285714286,102647.14285714286,2.8249999999999997,13.4,2.085714285714286,0.0
5550,201151,53,BRETAGNE,70,9.525595238095258,3.0,12.400000000000034,85.77976190476191,280.32738095238096,102728.63095238095,4.814285714285714,19.5,1.6357142857142857,0.0
